title,budget,revenue,runtime,genres,popularity,vote_average,vote_count,belongs_to_collection,director,lead_actor,profit,profit_margin,release__year,production_company,genre1,genre2,genre3
The Last Legion,67000000,25303038,102,"['Action', 'Adventure', 'Fantasy', 'War']",3.6241,5.594,808,False,Doug Lefler,Colin Firth,-41696962,-1.6479033861467545,2007,The De Laurentiis Company,Action,Adventure,Fantasy
My Sister's Keeper,30000000,95714875,109,['Drama'],3.6234,7.4,2140,False,Nick Cassavetes,Cameron Diaz,65714875,0.6865690938843101,2009,Mark Johnson Productions,Drama,,
Unfriended,1000000,62900000,83,"['Horror', 'Mystery', 'Thriller']",3.6208,5.526,3383,True,Levan Gabriadze,Shelley Hennig,61900000,0.9841017488076311,2014,Blumhouse Productions,Horror,Mystery,Thriller
I.S.S.,13800000,6605079,96,"['Science Fiction', 'Thriller']",3.6202,5.8,302,False,Gabriela Cowperthwaite,Ariana DeBose,-7194921,-1.089301278606963,2024,LD Entertainment,Science Fiction,Thriller,
Death to Smoochy,55000000,8400000,109,"['Comedy', 'Crime', 'Drama', 'Thriller']",3.6182,5.9,404,False,Danny DeVito,Robin Williams,-46600000,-5.5476190476190474,2002,Warner Bros. Pictures,Comedy,Crime,Drama
Paranormal Activity 4,5000000,142802657,87,['Horror'],3.6181,5.403,1926,True,Henry Joost,Katie Featherston,137802657,0.9649866458717221,2012,Room 101,Horror,,
Queen & Slim,20000000,47803176,131,"['Crime', 'Drama', 'Romance']",3.614,7.137,706,False,Melina Matsoukas,Daniel Kaluuya,27803176,0.5816177569456892,2019,Hillman Grad Productions,Crime,Drama,Romance
Daddy's Little Girls,10000000,31600000,100,"['Comedy', 'Drama', 'Romance']",3.6128,6.933,132,False,Tyler Perry,Gabrielle Union,21600000,0.6835443037974683,2007,Tyler Perry Studios,Comedy,Drama,Romance
A Dangerous Method,15000000,27462041,99,"['Drama', 'Thriller']",3.6105,6.352,2108,False,David Cronenberg,Keira Knightley,12462041,0.4537915080674448,2011,Dangerous Method Film AG,Drama,Thriller,
Bachelorette,3000000,11947954,87,"['Comedy', 'Romance']",3.6104,5.4,1206,False,Leslye Headland,Kirsten Dunst,8947954,0.7489109850941843,2012,Gary Sanchez Productions,Comedy,Romance,
Gigli,75600000,7266209,122,"['Comedy', 'Crime', 'Drama', 'Romance']",3.6091,4.053,469,False,Martin Brest,Ben Affleck,-68333791,-9.404325006340995,2003,Casey Silver Productions,Comedy,Crime,Drama
My Week with Marilyn,6400000,35100000,99,"['Drama', 'Romance']",3.6088,6.681,1302,False,Simon Curtis,Michelle Williams,28700000,0.8176638176638177,2011,The Weinstein Company,Drama,Romance,
Planes,50000000,219788712,91,"['Animation', 'Family', 'Adventure', 'Comedy']",3.6072,5.9,1728,True,Klay Hall,Dane Cook,169788712,0.7725087901693514,2013,Walt Disney Pictures,Animation,Family,Adventure
The Strangers,9000000,82391145,86,"['Horror', 'Mystery', 'Thriller']",3.607,6.12,2479,True,Bryan Bertino,Liv Tyler,73391145,0.8907649602393558,2008,Intrepid Pictures,Horror,Mystery,Thriller
The 33,25000000,24900000,120,"['Drama', 'History']",3.6053,6.4,939,False,Patricia Riggen,Antonio Banderas,-100000,-0.004016064257028112,2015,Phoenix Pictures,Drama,History,
All My Life,25000000,2000000,93,"['Romance', 'Drama']",3.6027,7.801,497,False,Marc Meyers,Jessica Rothe,-23000000,-11.5,2020,Broken Road Productions,Romance,Drama,
The Watch,68000000,68267862,102,"['Comedy', 'Action', 'Science Fiction']",3.6016,5.6,2348,False,Akiva Schaffer,Ben Stiller,267862,0.003923691062714107,2012,21 Laps Entertainment,Comedy,Action,Science Fiction
The Forest,10000000,37608299,95,"['Horror', 'Thriller', 'Mystery']",3.5989,5.225,1768,False,Jason Zada,Natalie Dormer,27608299,0.7341012418562191,2016,Lava Bear Films,Horror,Thriller,Mystery
Bullet to the Head,55000000,9489829,92,"['Action', 'Crime', 'Thriller']",3.5975,5.6,1304,False,Walter Hill,Sylvester Stallone,-45510171,-4.795678720870524,2012,Dark Castle Entertainment,Action,Crime,Thriller
Australia,130000000,211787511,165,"['Adventure', 'Romance', 'Drama']",3.5895,6.592,2336,False,Baz Luhrmann,Nicole Kidman,81787511,0.3861772141984331,2008,Bazmark,Adventure,Romance,Drama
Timeline,80000000,43935763,116,"['Action', 'Adventure', 'Science Fiction']",3.5885,5.7,1089,False,Richard Donner,Paul Walker,-36064237,-0.8208401206097183,2003,Paramount Pictures,Action,Adventure,Science Fiction
The Family Stone,19000000,92884429,103,"['Comedy', 'Drama', 'Romance']",3.5876,6.293,1005,False,Thomas Bezucha,Dermot Mulroney,73884429,0.795444724109786,2005,Fox 2000 Pictures,Comedy,Drama,Romance
A Nightmare on Elm Street,35000000,115664037,95,"['Horror', 'Mystery', 'Thriller']",3.5854,5.5,2763,False,Samuel Bayer,Jackie Earle Haley,80664037,0.6973994604736129,2010,Platinum Dunes,Horror,Mystery,Thriller
The Iceman,20000000,1969193,105,"['Thriller', 'Crime', 'Drama']",3.5847,6.553,1051,False,Ariel Vromen,Michael Shannon,-18030807,-9.156444797437326,2012,Bleiberg Entertainment,Thriller,Crime,Drama
UglyDolls,45000000,32500000,88,"['Animation', 'Music', 'Family', 'Comedy']",3.5833,6.6,442,False,Kelly Asbury,Kelly Clarkson,-12500000,-0.38461538461538464,2019,Original Force Animation,Animation,Music,Family
Charlie St. Cloud,44000000,48200000,99,"['Drama', 'Romance']",3.5798,6.965,2184,False,Burr Steers,Zac Efron,4200000,0.08713692946058091,2010,Marc Platt Productions,Drama,Romance,
Hotel Rwanda,17500000,38000000,121,"['Drama', 'History', 'War']",3.5795,7.7,2938,False,Terry George,Don Cheadle,20500000,0.5394736842105263,2004,Lionsgate,Drama,History,War
The Mexican,57000000,147845033,123,"['Action', 'Comedy', 'Crime', 'Romance']",3.5783,5.931,1492,False,Gore Verbinski,Brad Pitt,90845033,0.6144611770623366,2001,Newmarket Films,Action,Comedy,Crime
The Blind,30000000,17265487,110,['Drama'],3.5769,6.717,30,False,Andrew Hyatt,Aron von Andrian,-12734513,-0.7375704490698699,2023,Tread Lively,Drama,,
The Life Aquatic with Steve Zissou,50000000,34808403,119,"['Adventure', 'Comedy', 'Drama']",3.5729,7.073,2959,False,Wes Anderson,Bill Murray,-15191597,-0.4364347597331598,2004,American Empirical Pictures,Adventure,Comedy,Drama
Barbershop: The Next Cut,20000000,55030051,112,"['Comedy', 'Drama']",3.5713,6.3,472,True,Malcolm D. Lee,Ice Cube,35030051,0.6365622121629507,2016,New Line Cinema,Comedy,Drama,
Pay It Forward,40000000,55707411,122,['Drama'],3.57,7.354,1870,False,Mimi Leder,Kevin Spacey,15707411,0.2819626817695764,2000,Bel Air Entertainment,Drama,,
The Wedding Ringer,23000000,79799880,101,['Comedy'],3.5661,6.461,1607,False,Jeremy Garelick,Kevin Hart,56799880,0.7117790152065392,2015,Screen Gems,Comedy,,
Step Up All In,45000000,86165646,112,"['Romance', 'Drama', 'Music']",3.5652,6.825,1948,True,Trish Sie,Briana Evigan,41165646,0.4777501000804892,2014,Summit Entertainment,Romance,Drama,Music
Acts of Vengeance,10000000,320705,87,"['Thriller', 'Action', 'Drama']",3.5627,5.953,575,False,Isaac Florentine,Antonio Banderas,-9679295,-30.181303690307292,2017,Nu Boyana Film Studios,Thriller,Action,Drama
The Hate U Give,23000000,34934009,133,"['Crime', 'Drama']",3.5619,8.097,2153,False,George Tillman Jr.,Amandla Stenberg,11934009,0.3416157876412066,2018,Temple Hill Entertainment,Crime,Drama,
The Ladykillers,35000000,76700000,104,"['Comedy', 'Crime', 'Thriller']",3.558,6.128,1633,False,Ethan Coen,Tom Hanks,41700000,0.5436766623207301,2004,Touchstone Pictures,Comedy,Crime,Thriller
Underdog,25000000,65270477,82,"['Family', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']",3.5577,5.5,723,False,Frederik Du Chau,Jason Lee,40270477,0.6169784388123899,2007,Walt Disney Pictures,Family,Action,Adventure
Marley & Me,60000000,255700000,115,"['Comedy', 'Family']",3.5574,7.2,4624,True,David Frankel,Owen Wilson,195700000,0.765350019554165,2008,Sunswept Entertainment,Comedy,Family,
Do You Believe?,2300000,14410698,115,['Drama'],3.557,6.474,137,False,Jon Gunn,Tracy Melchior,12110698,0.8403963499894315,2015,Toy Gun Films,Drama,,
The Kite Runner,20000000,73276047,128,['Drama'],3.5562,7.3,1178,False,Marc Forster,Ahmad Khan Mahmoodzada,53276047,0.7270595123669813,2007,Wonderland Films,Drama,,
Sucker Punch,82000000,89792502,110,"['Action', 'Fantasy', 'Thriller']",3.5556,6.191,4803,False,Zack Snyder,Emily Browning,7792502,0.08678343766387087,2011,Legendary Pictures,Action,Fantasy,Thriller
Flyboys,60000000,17834865,138,"['Action', 'Adventure', 'Drama', 'History', 'Romance', 'War']",3.5555,6.546,812,False,Tony Bill,James Franco,-42165135,-2.3641970376562984,2006,Electric Entertainment,Action,Adventure,Drama
Woody Woodpecker,10000000,15316635,91,"['Comedy', 'Family', 'Animation']",3.5505,6.6,733,True,Alex Zamm,Eric Bauza,5316635,0.3471150810866747,2017,Universal Pictures,Comedy,Family,Animation
I'm Not Ashamed,1500000,2082980,113,['Drama'],3.5493,7.163,279,False,Brian Baugh,Masey McLain,582980,0.27987786728629177,2016,Visible Pictures,Drama,,
The Hurricane Heist,35000000,32517248,103,"['Action', 'Adventure', 'Crime', 'Thriller']",3.5491,5.7,1032,False,Rob Cohen,Toby Kebbell,-2482752,-0.07635184871733303,2018,Lipsync Productions,Action,Adventure,Crime
Hotel Artemis,15000000,12371132,94,"['Thriller', 'Science Fiction', 'Action', 'Crime', 'Drama']",3.5467,6.054,1579,False,Drew Pearce,Jodie Foster,-2628868,-0.212500198041699,2018,The Ink Factory,Thriller,Science Fiction,Action
Shanghai Knights,50000000,88323487,115,"['Action', 'Adventure', 'Comedy', 'Western']",3.5464,6.137,2306,True,David Dobkin,Jackie Chan,38323487,0.4338991620654651,2003,All Knight Productions,Action,Adventure,Comedy
A Man Apart,36000000,44350926,109,"['Action', 'Drama', 'Crime']",3.546,6.1,897,False,F. Gary Gray,Vin Diesel,8350926,0.188292032504575,2003,Newman/Tooley Films,Action,Drama,Crime
All the Money in the World,50000000,56996304,132,"['Crime', 'History', 'Thriller']",3.5441,6.477,2297,False,Ridley Scott,Michelle Williams,6996304,0.12275013481575928,2017,Imperative Entertainment,Crime,History,Thriller
Boat Trip,20000000,8586376,94,['Comedy'],3.544,5.292,655,False,Mort Nathan,Cuba Gooding Jr.,-11413624,-1.3292713945906864,2002,Artisan Entertainment,Comedy,,
Jane Eyre,13000000,34710627,120,"['Drama', 'Romance']",3.5435,7.204,1492,False,Cary Joji Fukunaga,Mia Wasikowska,21710627,0.6254749301993306,2011,BBC Film,Drama,Romance,
Second Act,16000000,72282227,103,"['Romance', 'Comedy']",3.543,6.332,1207,False,Peter Segal,Jennifer Lopez,56282227,0.7786454476561714,2018,STXfilms,Romance,Comedy,
The Tuxedo,60000000,104400000,98,"['Thriller', 'Action', 'Comedy', 'Science Fiction']",3.5429,5.7,2013,False,Kevin Donovan,Jackie Chan,44400000,0.42528735632183906,2002,DreamWorks Pictures,Thriller,Action,Comedy
Café Society,30000000,43763247,97,"['Comedy', 'Drama', 'Romance']",3.542,6.46,2726,False,Woody Allen,Jesse Eisenberg,13763247,0.31449327788680764,2016,Perdido Productions,Comedy,Drama,Romance
Mr. Holmes,11000000,29355203,104,"['Drama', 'Crime', 'Family', 'Mystery']",3.5419,6.474,1880,False,Bill Condon,Ian McKellen,18355203,0.625279375516497,2015,FilmNation Entertainment,Drama,Crime,Family
The Fast and the Furious: Tokyo Drift,85000000,158964610,104,"['Action', 'Crime', 'Drama', 'Thriller']",3.5417,6.5,7123,True,Justin Lin,Lucas Black,73964610,0.4652897899727493,2006,MP Munich Pape Filmproductions,Action,Crime,Drama
Get Rich or Die Tryin',40000000,46442528,117,"['Drama', 'Crime', 'Music']",3.5405,6.8,947,False,Jim Sheridan,50 Cent,6442528,0.1387204417468403,2005,Cent Productions Inc.,Drama,Crime,Music
The Strangers: Prey at Night,12500000,31039126,86,"['Horror', 'Thriller']",3.5372,5.684,1408,True,Johannes Roberts,Bailee Madison,18539126,0.5972824750284528,2018,Aviron Pictures,Horror,Thriller,
Freaks,2000,368410,105,['Science Fiction'],3.5371,6.75,1180,False,Zach Lipovsky,Emile Hirsch,366410,0.9945712657093998,2019,Amazing Incorporated,Science Fiction,,
Empire of Light,13500000,11395604,115,"['Drama', 'Romance']",3.5345,6.642,572,False,Sam Mendes,Olivia Colman,-2104396,-0.1846673506731192,2022,Searchlight Pictures,Drama,Romance,
Crocodile Dundee in Los Angeles,21150000,39438674,95,"['Adventure', 'Comedy']",3.5338,5.2,625,True,Simon Wincer,Paul Hogan,18288674,0.46372436355238517,2001,Bungalow Productions,Adventure,Comedy,
Aftermath,10500000,840809,92,"['Drama', 'Thriller']",3.532,5.745,914,False,Elliott Lester,Arnold Schwarzenegger,-9659191,-11.487972892773508,2017,Ingenious Media,Drama,Thriller,
Looney Tunes: Back in Action,80000000,68500000,91,"['Animation', 'Comedy', 'Family']",3.5303,6.34,1535,False,Joe Dante,Brendan Fraser,-11500000,-0.1678832116788321,2003,Warner Bros. Animation,Animation,Comedy,Family
Halloween,15000000,80460948,110,['Horror'],3.5254,6.2,2408,True,Rob Zombie,Tyler Mane,65460948,0.8135741577392303,2007,Dimension Films,Horror,,
Stoker,12000000,12077441,99,"['Drama', 'Horror', 'Thriller']",3.5243,6.6,2281,False,Park Chan-wook,Mia Wasikowska,77441,0.006412037119452705,2013,Fox Searchlight Pictures,Drama,Horror,Thriller
The Physician,36000000,57300000,155,"['Adventure', 'Drama', 'History']",3.5238,7.3,1103,True,Philipp Stölzl,Tom Payne,21300000,0.3717277486910995,2013,Pixomondo,Adventure,Drama,History
Planet Terror,23000000,11446172,105,"['Horror', 'Action', 'Thriller']",3.5235,6.7,3580,False,Robert Rodriguez,Rose McGowan,-11553828,-1.0094054151903362,2007,Dimension Films,Horror,Action,Thriller
Across the Universe,45000000,29625761,133,"['Drama', 'Romance', 'Fantasy']",3.5234,7.1,1361,False,Julie Taymor,Evan Rachel Wood,-15374239,-0.5189483233865284,2007,Revolution Studios,Drama,Romance,Fantasy
Maybe I Do,7500000,4393504,95,"['Comedy', 'Romance', 'Drama']",3.5233,5.5,235,False,Michael Jacobs,Emma Roberts,-3106496,-0.7070657042761314,2023,Fifth Season,Comedy,Romance,Drama
The Informer,60000000,2927708,109,"['Drama', 'Crime', 'Thriller']",3.522,6.515,876,False,Andrea Di Stefano,Joel Kinnaman,-57072292,-19.493847063983157,2019,Thunder Road,Drama,Crime,Thriller
The Finest Hours,80000000,52099090,117,"['Action', 'Drama', 'History', 'Thriller']",3.5216,6.6,1635,False,Craig Gillespie,Chris Pine,-27900910,-0.5355354575291046,2016,Red Hawk Entertainment,Action,Drama,History
The Grudge,10000000,49511319,93,"['Horror', 'Mystery']",3.5209,5.413,1240,False,Nicolas Pesce,Andrea Riseborough,39511319,0.7980259827050861,2019,Ghost House Pictures,Horror,Mystery,
Memoirs of a Geisha,85000000,162242962,146,"['Drama', 'Romance', 'History']",3.5191,7.7,3148,False,Rob Marshall,Zhang Ziyi,77242962,0.47609437751758993,2005,Columbia Pictures,Drama,Romance,History
The Descent: Part 2,6000200,7048886,94,"['Adventure', 'Horror', 'Thriller']",3.5183,5.9,1197,True,Jon Harris,Shauna Macdonald,1048686,0.14877329552499502,2009,Celador Films,Adventure,Horror,Thriller
The One,49000000,72689126,87,"['Action', 'Science Fiction', 'Thriller']",3.5172,6.1,1619,False,James Wong,Jet Li,23689126,0.3258964208759368,2001,Revolution Studios,Action,Science Fiction,Thriller
Arbitrage,12000000,35500000,100,"['Drama', 'Thriller']",3.5164,6.311,876,False,Nicholas Jarecki,Richard Gere,23500000,0.6619718309859155,2012,Lucky Monkey Pictures,Drama,Thriller,
Playing with Fire,29900000,69412425,96,"['Family', 'Comedy']",3.5105,6.6,719,False,Andy Fickman,John Cena,39512425,0.5692413858181731,2019,Broken Road Productions,Family,Comedy,
Walk Hard: The Dewey Cox Story,35000000,18317151,96,"['Comedy', 'Music']",3.5059,6.6,691,False,Jake Kasdan,John C. Reilly,-16682849,-0.9107775002782911,2007,Apatow Productions,Comedy,Music,
Never Let Me Go,15000000,9918093,103,"['Drama', 'Romance', 'Science Fiction']",3.5053,6.852,2336,False,Mark Romanek,Carey Mulligan,-5081907,-0.5123875123977967,2010,Fox Searchlight Pictures,Drama,Romance,Science Fiction
The Fighter,25000000,129190869,116,['Drama'],3.5052,7.381,4445,False,David O. Russell,Mark Wahlberg,104190869,0.8064878718324899,2010,The Weinstein Company,Drama,,
Medieval,23000000,4311284,126,"['Action', 'Drama', 'History']",3.5049,6.935,493,False,Petr Jákl,Ben Foster,-18688716,-4.334837602904378,2022,R.U. Robot Studios,Action,Drama,History
Gringo,10000000,11001627,111,"['Comedy', 'Action', 'Crime']",3.5049,5.877,762,False,Nash Edgerton,David Oyelowo,1001627,0.09104353383367751,2018,Denver & Delilah Productions,Comedy,Action,Crime
Around the World in 80 Days,110000000,72178895,120,"['Action', 'Adventure', 'Comedy']",3.5006,5.941,2561,False,Frank Coraci,Jackie Chan,-37821105,-0.5239911888371248,2004,Studio Babelsberg,Action,Adventure,Comedy
Demolition,10000000,4366460,101,"['Comedy', 'Drama']",3.4991,6.8,2293,False,Jean-Marc Vallée,Jake Gyllenhaal,-5633540,-1.2901847263000235,2016,Sidney Kimmel Entertainment,Comedy,Drama,
Arthur,40000000,48147945,110,"['Comedy', 'Romance']",3.4984,5.547,750,False,Jason Winer,Russell Brand,8147945,0.1692272640088793,2011,Warner Bros. Pictures,Comedy,Romance,
Domino,50000000,22900000,127,"['Action', 'Crime', 'Drama', 'Thriller']",3.4927,5.91,1226,False,Tony Scott,Keira Knightley,-27100000,-1.1834061135371179,2005,Scott Free Productions,Action,Crime,Drama
Infinity Pool,4500000,5078400,118,"['Horror', 'Science Fiction']",3.4915,6.051,874,False,Brandon Cronenberg,Alexander Skarsgård,578400,0.11389413988657845,2023,Topic Studios,Horror,Science Fiction,
Spy Game,115000000,143049560,126,"['Action', 'Crime', 'Thriller']",3.4901,6.9,2172,False,Tony Scott,Robert Redford,28049560,0.19608281213867418,2001,TOHO,Action,Crime,Thriller
Obsessed,20000000,73830340,108,"['Drama', 'Thriller']",3.4882,5.7,657,False,Steve Shill,Idris Elba,53830340,0.7291086564141517,2009,Screen Gems,Drama,Thriller,
The Boondock Saints II: All Saints Day,8000000,10629321,118,"['Action', 'Thriller', 'Crime']",3.4877,5.988,765,True,Troy Duffy,Sean Patrick Flanery,2629321,0.24736490693996352,2009,Stage 6 Films,Action,Thriller,Crime
Wolfwalkers,12000000,1310720,103,"['Animation', 'Family', 'Adventure', 'Fantasy']",3.4858,8.216,1261,False,Tomm Moore,Honor Kneafsey,-10689280,-8.1552734375,2020,Cartoon Saloon,Animation,Family,Adventure
Fair Game,22000000,25806953,108,"['Drama', 'Thriller']",3.4857,6.471,800,False,Doug Liman,Naomi Watts,3806953,0.14751656268758268,2010,River Road Entertainment,Drama,Thriller,
Voyagers,20000000,4298184,108,"['Science Fiction', 'Thriller']",3.4855,5.956,900,False,Neil Burger,Tye Sheridan,-15701816,-3.653127925654183,2021,Nota Bene,Science Fiction,Thriller,
Julie & Julia,40000000,129500000,123,"['Romance', 'Drama']",3.4854,6.7,2119,False,Nora Ephron,Meryl Streep,89500000,0.6911196911196911,2009,Columbia Pictures,Romance,Drama,
High Life,8933400,2133033,113,"['Science Fiction', 'Drama', 'Mystery']",3.483,5.7,1134,False,Claire Denis,Robert Pattinson,-6800367,-3.1881208588896657,2018,ARTE France Cinéma,Science Fiction,Drama,Mystery
The Time Machine,80000000,123700000,96,"['Science Fiction', 'Adventure', 'Action']",3.4801,6.274,2345,False,Simon Wells,Guy Pearce,43700000,0.3532740501212611,2002,DreamWorks Pictures,Science Fiction,Adventure,Action
The Believer,1500000,1309316,98,['Drama'],3.48,6.873,620,False,Henry Bean,Ryan Gosling,-190684,-0.14563634752802226,2001,Seven Arts Pictures,Drama,,
Falcon Rising,4500000,11774,103,"['Adventure', 'Action']",3.4784,6.291,354,False,Ernie Barbarash,Michael Jai White,-4488226,-381.19806352981146,2014,Strohberry Films,Adventure,Action,
Project Gemini,6000000,211674,98,"['Science Fiction', 'Thriller']",3.4763,5.74,469,False,Serik Beyseu,Egor Koreshkov,-5788326,-27.34547464497293,2022,KD Studios,Science Fiction,Thriller,
Get the Gringo,35000000,8826837,96,"['Action', 'Thriller', 'Crime', 'Drama']",3.4729,6.584,1676,False,Adrian Grünberg,Mel Gibson,-26173163,-2.9651802791872104,2012,Icon Productions,Action,Thriller,Crime
Amityville: The Awakening,12000000,8481997,87,"['Horror', 'Thriller']",3.4717,5.322,1041,True,Franck Khalfoun,Bella Thorne,-3518003,-0.41476117004049873,2017,Blumhouse Productions,Horror,Thriller,
A Nice Girl Like You,6100000,769234,94,"['Comedy', 'Romance']",3.4695,5.867,362,False,Chris Riedell,Lucy Hale,-5330766,-6.9299666941398845,2020,Vertical,Comedy,Romance,
